offline_datapoint_4 1631449822 0,004
offline_datapoint_11 1631449827 625961,000
offline_datapoint_5 1631449827 2613,000
offline_datapoint_26 1631449827 877662208,000
offline_datapoint_14 1631449827 464179200,000
offline_datapoint_3 1631449827 11932184576,000
offline_datapoint_9 1631449827 980803584,000
offline_datapoint_25 1631449827 8906,000
offline_datapoint_19 1631449825 2,658
offline_datapoint_8 1631449825 3802,871
offline_datapoint_21 1631449827 980803584,000
offline_datapoint_1 1631449825 0,332
offline_datapoint_20 1631449827 8056815616,000
offline_datapoint_7 1631449827 7768530944,000
offline_datapoint_6 1631449825 0,692
offline_datapoint_12 1631449825 27,493
offline_datapoint_24 1631449825 4,326
offline_datapoint_13 1631449825 13102,913
offline_datapoint_18 1631449827 0,000
offline_datapoint_0 1631449825 17366,567
offline_datapoint_16 1631449825 553,471
offline_datapoint_28 1631449825 0,644
offline_datapoint_17 1631449825 43,520
offline_datapoint_10 1631449825 99,363
offline_datapoint_29 1631449825 0,000
offline_datapoint_22 1631449825 6034,565
offline_datapoint_4 1631449825 0,013
offline_datapoint_11 1631449830 625961,000
offline_datapoint_5 1631449830 2615,000
offline_datapoint_26 1631449830 877670400,000
offline_datapoint_14 1631449830 464179200,000
offline_datapoint_3 1631449830 11934961664,000
offline_datapoint_9 1631449830 980516864,000
offline_datapoint_25 1631449830 8897,000
offline_datapoint_19 1631449828 0,667
offline_datapoint_8 1631449828 5512,537
offline_datapoint_21 1631449830 980516864,000
offline_datapoint_1 1631449828 0,667
offline_datapoint_20 1631449830 8059322368,000
offline_datapoint_7 1631449830 7768911872,000
offline_datapoint_6 1631449828 0,608
offline_datapoint_12 1631449828 25,606
offline_datapoint_24 1631449828 3,733
offline_datapoint_13 1631449828 11937,829
offline_datapoint_18 1631449830 0,000
offline_datapoint_0 1631449828 15665,525
offline_datapoint_16 1631449828 593,058
offline_datapoint_28 1631449828 0,184
offline_datapoint_17 1631449828 17,668
offline_datapoint_10 1631449828 99,769
offline_datapoint_29 1631449828 0,000
offline_datapoint_22 1631449828 5177,962
offline_datapoint_4 1631449828 0,004
offline_datapoint_11 1631449833 625961,000
offline_datapoint_5 1631449833 2619,000
offline_datapoint_26 1631449833 877682688,000
offline_datapoint_14 1631449833 464179200,000
offline_datapoint_3 1631449833 11935195136,000
offline_datapoint_9 1631449833 981553152,000
offline_datapoint_25 1631449833 8903,000
offline_datapoint_19 1631449831 2,657
offline_datapoint_8 1631449831 12053,096
offline_datapoint_21 1631449833 981553152,000
offline_datapoint_1 1631449831 0,332
offline_datapoint_20 1631449833 8060604416,000
offline_datapoint_7 1631449833 7770869760,000
offline_datapoint_6 1631449831 0,952
offline_datapoint_12 1631449831 27,682
offline_datapoint_24 1631449831 3,893
offline_datapoint_13 1631449831 12547,696
offline_datapoint_18 1631449833 0,000
offline_datapoint_0 1631449831 16617,103
offline_datapoint_16 1631449831 825,773
offline_datapoint_28 1631449831 0,723
offline_datapoint_17 1631449831 52,815
offline_datapoint_10 1631449831 99,267
offline_datapoint_29 1631449831 0,000
offline_datapoint_22 1631449831 4946,113
offline_datapoint_4 1631449831 0,014
offline_datapoint_11 1631449836 625961,000
offline_datapoint_5 1631449836 2629,000
offline_datapoint_26 1631449836 877686784,000
offline_datapoint_14 1631449836 464183296,000
offline_datapoint_3 1631449836 11932524544,000
offline_datapoint_9 1631449836 981147648,000
offline_datapoint_25 1631449836 8898,000
offline_datapoint_19 1631449834 0,000
offline_datapoint_8 1631449834 5405,064
offline_datapoint_21 1631449836 981147648,000
offline_datapoint_1 1631449834 0,000
offline_datapoint_20 1631449836 8056590336,000
offline_datapoint_7 1631449836 7766421504,000
offline_datapoint_6 1631449834 0,779
offline_datapoint_12 1631449834 23,515
offline_datapoint_24 1631449834 4,845
offline_datapoint_13 1631449834 11024,097
offline_datapoint_18 1631449836 0,000
offline_datapoint_0 1631449834 14814,752
offline_datapoint_16 1631449834 562,834
offline_datapoint_28 1631449834 0,379
offline_datapoint_17 1631449834 37,544
offline_datapoint_10 1631449834 99,442
offline_datapoint_29 1631449834 3,323
offline_datapoint_22 1631449834 5002,195
offline_datapoint_4 1631449834 0,008
offline_datapoint_11 1631449839 625961,000
offline_datapoint_5 1631449839 2630,000
offline_datapoint_26 1631449839 877686784,000
offline_datapoint_14 1631449839 464183296,000
offline_datapoint_3 1631449839 11937759232,000
offline_datapoint_9 1631449839 981495808,000
offline_datapoint_25 1631449839 8904,000
offline_datapoint_19 1631449837 7,667
offline_datapoint_8 1631449837 10616,337
offline_datapoint_21 1631449839 981495808,000
offline_datapoint_1 1631449837 1,000
offline_datapoint_20 1631449839 8061538304,000
offline_datapoint_7 1631449839 7767764992,000
offline_datapoint_6 1631449837 0,695
offline_datapoint_12 1631449837 29,508
offline_datapoint_24 1631449837 5,730
offline_datapoint_13 1631449837 11348,739
offline_datapoint_18 1631449839 0,000
offline_datapoint_0 1631449837 16186,196
offline_datapoint_16 1631449837 634,727
offline_datapoint_28 1631449837 0,701
offline_datapoint_17 1631449837 29,003
offline_datapoint_10 1631449837 99,282
offline_datapoint_29 1631449837 0,000
offline_datapoint_22 1631449837 5378,943
offline_datapoint_4 1631449837 0,014
offline_datapoint_11 1631449842 625961,000
offline_datapoint_5 1631449842 2640,000
offline_datapoint_26 1631449842 877629440,000
offline_datapoint_14 1631449842 464183296,000
offline_datapoint_3 1631449842 11936706560,000
offline_datapoint_9 1631449842 980578304,000
offline_datapoint_25 1631449842 8899,000
offline_datapoint_19 1631449840 0,000
offline_datapoint_8 1631449840 4029,428
offline_datapoint_21 1631449842 980578304,000
offline_datapoint_1 1631449840 0,000
offline_datapoint_20 1631449842 8060174336,000
offline_datapoint_7 1631449842 7766601728,000
offline_datapoint_6 1631449840 1,045
offline_datapoint_12 1631449840 25,096
offline_datapoint_24 1631449840 5,313
offline_datapoint_13 1631449840 11049,155
offline_datapoint_18 1631449842 0,000
offline_datapoint_0 1631449840 14698,316
offline_datapoint_16 1631449840 387,291
offline_datapoint_28 1631449840 0,207
offline_datapoint_17 1631449840 17,057
offline_datapoint_10 1631449840 99,777
offline_datapoint_29 1631449840 0,000
offline_datapoint_22 1631449840 7147,922
offline_datapoint_4 1631449840 0,004
offline_datapoint_11 1631449845 625961,000
offline_datapoint_5 1631449845 2634,000
offline_datapoint_26 1631449845 877658112,000
offline_datapoint_14 1631449845 464183296,000
offline_datapoint_3 1631449845 11939061760,000
offline_datapoint_9 1631449845 981504000,000
offline_datapoint_25 1631449845 8904,000
offline_datapoint_19 1631449843 0,000
offline_datapoint_8 1631449843 4189,474
offline_datapoint_21 1631449845 981504000,000
offline_datapoint_1 1631449843 0,000
offline_datapoint_20 1631449845 8062300160,000
offline_datapoint_7 1631449845 7769792512,000
offline_datapoint_6 1631449843 0,693
offline_datapoint_12 1631449843 26,818
offline_datapoint_24 1631449843 5,543
offline_datapoint_13 1631449843 10723,762
offline_datapoint_18 1631449845 0,000
offline_datapoint_0 1631449843 14904,922
offline_datapoint_16 1631449843 402,719
offline_datapoint_28 1631449843 0,248
offline_datapoint_17 1631449843 21,616
offline_datapoint_10 1631449843 99,730
offline_datapoint_29 1631449843 0,000
offline_datapoint_22 1631449843 5293,292
offline_datapoint_4 1631449843 0,005
offline_datapoint_11 1631449848 625961,000
offline_datapoint_5 1631449848 2626,000
offline_datapoint_26 1631449848 877658112,000
offline_datapoint_14 1631449848 464183296,000
offline_datapoint_3 1631449848 11940864000,000
offline_datapoint_9 1631449848 980983808,000
offline_datapoint_25 1631449848 8900,000
offline_datapoint_19 1631449846 0,000
offline_datapoint_8 1631449846 1664,114
offline_datapoint_21 1631449848 980983808,000
offline_datapoint_1 1631449846 0,000
offline_datapoint_20 1631449848 8064806912,000
offline_datapoint_7 1631449848 7772082176,000
offline_datapoint_6 1631449846 1,044
offline_datapoint_12 1631449846 25,791
offline_datapoint_24 1631449846 4,698
offline_datapoint_13 1631449846 12025,989
offline_datapoint_18 1631449848 0,000
offline_datapoint_0 1631449846 15399,988
offline_datapoint_16 1631449846 395,899
offline_datapoint_28 1631449846 0,244
offline_datapoint_17 1631449846 22,384
offline_datapoint_10 1631449846 99,711
offline_datapoint_29 1631449846 0,000
offline_datapoint_22 1631449846 4707,343
offline_datapoint_4 1631449846 0,005
offline_datapoint_11 1631449851 625961,000
offline_datapoint_5 1631449851 2625,000
offline_datapoint_26 1631449851 877662208,000
offline_datapoint_14 1631449851 464183296,000
offline_datapoint_3 1631449851 11938660352,000
offline_datapoint_9 1631449851 981258240,000
offline_datapoint_25 1631449851 8903,000
offline_datapoint_19 1631449849 0,000
offline_datapoint_8 1631449849 2954,344
offline_datapoint_21 1631449851 981258240,000
offline_datapoint_1 1631449849 0,000
offline_datapoint_20 1631449851 8062857216,000
offline_datapoint_7 1631449851 7769964544,000
offline_datapoint_6 1631449849 1,384
offline_datapoint_12 1631449849 24,726
offline_datapoint_24 1631449849 5,105
offline_datapoint_13 1631449849 11873,857
offline_datapoint_18 1631449851 0,000
offline_datapoint_0 1631449849 15844,213
offline_datapoint_16 1631449849 506,013
offline_datapoint_28 1631449849 0,327
offline_datapoint_17 1631449849 54,489
offline_datapoint_10 1631449849 99,651
offline_datapoint_29 1631449849 0,000
offline_datapoint_22 1631449849 4386,341
offline_datapoint_4 1631449849 0,007
offline_datapoint_11 1631449854 625961,000
offline_datapoint_5 1631449854 2625,000
offline_datapoint_26 1631449854 877662208,000
offline_datapoint_14 1631449854 464183296,000
offline_datapoint_3 1631449854 11936088064,000
offline_datapoint_9 1631449854 980062208,000
offline_datapoint_25 1631449854 8899,000
offline_datapoint_19 1631449852 0,000
offline_datapoint_8 1631449852 2765,478
offline_datapoint_21 1631449854 980062208,000
offline_datapoint_1 1631449852 0,000
offline_datapoint_20 1631449854 8059047936,000
offline_datapoint_7 1631449854 7766106112,000
offline_datapoint_6 1631449852 0,697
offline_datapoint_12 1631449852 20,130
offline_datapoint_24 1631449852 5,836
offline_datapoint_13 1631449852 10312,434
offline_datapoint_18 1631449854 0,000
offline_datapoint_0 1631449852 14207,648
offline_datapoint_16 1631449852 362,532
offline_datapoint_28 1631449852 0,582
offline_datapoint_17 1631449852 35,116
offline_datapoint_10 1631449852 98,856
offline_datapoint_29 1631449852 0,669
offline_datapoint_22 1631449852 9050,210
offline_datapoint_4 1631449852 0,012
offline_datapoint_11 1631449857 625961,000
offline_datapoint_5 1631449857 2622,000
offline_datapoint_26 1631449857 877662208,000
offline_datapoint_14 1631449857 464183296,000
offline_datapoint_3 1631449857 11933097984,000
offline_datapoint_9 1631449857 980779008,000
offline_datapoint_25 1631449857 8901,000
offline_datapoint_19 1631449855 0,000
offline_datapoint_8 1631449855 495,966
offline_datapoint_21 1631449857 980779008,000
offline_datapoint_1 1631449855 0,000
offline_datapoint_20 1631449857 8056246272,000
offline_datapoint_7 1631449857 7764983808,000
offline_datapoint_6 1631449855 0,692
offline_datapoint_12 1631449855 22,919
offline_datapoint_24 1631449855 5,710
offline_datapoint_13 1631449855 10788,669
offline_datapoint_18 1631449857 0,000
offline_datapoint_0 1631449855 14581,329
offline_datapoint_16 1631449855 271,735
offline_datapoint_28 1631449855 0,111
offline_datapoint_17 1631449855 9,966
offline_datapoint_10 1631449855 99,885
offline_datapoint_29 1631449855 0,000
offline_datapoint_22 1631449855 8738,133
offline_datapoint_4 1631449855 0,002
offline_datapoint_11 1631449860 625961,000
offline_datapoint_5 1631449860 2622,000
offline_datapoint_26 1631449860 877662208,000
offline_datapoint_14 1631449860 464183296,000
offline_datapoint_3 1631449860 11927142400,000
offline_datapoint_9 1631449860 980533248,000
offline_datapoint_25 1631449860 8902,000
offline_datapoint_19 1631449858 0,000
offline_datapoint_8 1631449858 2932,682
offline_datapoint_21 1631449860 980533248,000
offline_datapoint_1 1631449858 0,000
offline_datapoint_20 1631449860 8051347456,000
offline_datapoint_7 1631449860 7765381120,000
offline_datapoint_6 1631449858 0,955
offline_datapoint_12 1631449858 27,778
offline_datapoint_24 1631449858 6,858
offline_datapoint_13 1631449858 10417,720
offline_datapoint_18 1631449860 0,000
offline_datapoint_0 1631449858 14848,076
offline_datapoint_16 1631449858 322,335
offline_datapoint_28 1631449858 0,132
offline_datapoint_17 1631449858 12,667
offline_datapoint_10 1631449858 99,849
offline_datapoint_29 1631449858 0,000
offline_datapoint_22 1631449858 5066,105
offline_datapoint_4 1631449858 0,003
offline_datapoint_11 1631449863 625961,000
offline_datapoint_5 1631449863 2620,000
offline_datapoint_26 1631449863 877662208,000
offline_datapoint_14 1631449863 464183296,000
offline_datapoint_3 1631449863 11923456000,000
offline_datapoint_9 1631449863 981123072,000
offline_datapoint_25 1631449863 8902,000
offline_datapoint_19 1631449861 0,000
offline_datapoint_8 1631449861 1951,194
offline_datapoint_21 1631449863 981118976,000
offline_datapoint_1 1631449861 0,000
offline_datapoint_20 1631449863 8046784512,000
offline_datapoint_7 1631449863 7761227776,000
offline_datapoint_6 1631449861 0,781
offline_datapoint_12 1631449861 25,434
offline_datapoint_24 1631449861 5,642
offline_datapoint_13 1631449861 11018,430
offline_datapoint_18 1631449863 1,000
offline_datapoint_0 1631449861 15470,540
offline_datapoint_16 1631449861 332,033
offline_datapoint_28 1631449861 0,118
offline_datapoint_17 1631449861 11,001
offline_datapoint_10 1631449861 99,867
offline_datapoint_29 1631449861 0,000
offline_datapoint_22 1631449861 4716,606
offline_datapoint_4 1631449861 0,002
