340 1631640696 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640697 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640698 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640699 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640700 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640706 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640707 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640708 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640709 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640710 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640746 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640747 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640748 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640749 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640750 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640751 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640752 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640753 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640754 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640755 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640771 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640772 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640773 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640774 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640775 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640791 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640792 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640793 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640794 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640795 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640796 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640797 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640798 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640799 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640800 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631640811 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640812 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640813 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640814 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640815 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640841 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640842 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640843 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640844 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640845 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640846 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640847 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640848 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640849 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640850 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640936 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640937 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640938 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640939 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640940 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640941 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640942 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640943 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640944 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640945 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640991 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640992 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640993 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640994 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631640995 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641086 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641087 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641088 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641089 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641090 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641235 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641234 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641233 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641232 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641231 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641185 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641184 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641183 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641182 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641181 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641181 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641182 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641183 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641184 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641185 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641231 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641232 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641233 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641234 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641235 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641276 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631641277 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631641278 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631641279 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631641280 0,400000 -1,000000 -101,000000 0,000000 0,000000
340 1631641286 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641287 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641288 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641289 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641290 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641291 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641292 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641293 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641294 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641295 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641371 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641372 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641373 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641374 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641375 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641376 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641377 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641378 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641379 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641380 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641386 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641387 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641388 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641389 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641390 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641421 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641422 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641423 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641424 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641425 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641471 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641472 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641473 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641474 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641475 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641521 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641522 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641523 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641524 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641525 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641526 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641527 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641528 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641529 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641530 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641536 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641537 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641538 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641539 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641540 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641566 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641567 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641568 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641569 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641570 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641616 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641617 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641618 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641619 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641620 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641661 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641662 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641663 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641664 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641665 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641716 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641717 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641718 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641719 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641720 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641721 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641722 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641723 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641724 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641725 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641751 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641752 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641753 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641754 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641755 0,200000 -1,000000 -101,000000 0,000000 0,000000
340 1631641845 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641844 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641843 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641842 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641841 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641840 0,200000 -1,000000 0,200000 0,200000 0,008000
340 1631641839 0,200000 -1,000000 0,200000 0,200000 0,008000
